txn_id,timestamp,feature,merchant,instrument,amount_inr,status,customer_id,description
AP00000514,2026-02-26T17:22:33Z,Gift Cards,Jio,CARD_TOKEN,2622.14,SUCCESS,CUST466094,Amazon Pay - Gift Cards via Jio
AP00000515,2026-05-27T21:01:03Z,Merchant Settlements,BigBasket,EMI,709.06,FAILED,CUST607674,Amazon Pay - Merchant Settlements via BigBasket
AP00000516,2026-03-17T07:35:08Z,Refund Processing,Jio,NETBANKING,9533.35,PENDING,CUST883383,Amazon Pay - Refund Processing via Jio
AP00000517,2026-04-01T01:22:24Z,Transaction History,Domino's,CARD_TOKEN,114.41,SUCCESS,CUST783875,Amazon Pay - Transaction History via Domino's
AP00000518,2026-05-17T23:54:24Z,KYC Verification,MakeMyTrip,AMAZON_PAY_UPI,9168.03,PENDING,CUST263129,Amazon Pay - KYC Verification via MakeMyTrip
AP00000519,2026-05-14T17:15:46Z,Fraud Detection,Vodafone,NETBANKING,8073.57,REFUNDED,CUST302080,Amazon Pay - Fraud Detection via Vodafone
AP00000520,2026-01-24T18:30:12Z,PIN & Biometric Authentication,EatSure,AMAZON_PAY_WALLET,7720.0,SUCCESS,CUST253379,Amazon Pay - PIN & Biometric Authentication via EatSure
AP00000521,2026-03-28T16:46:32Z,Strong Customer Authentication,EatSure,CARD_TOKEN,5364.66,REFUNDED,CUST739731,Amazon Pay - Strong Customer Authentication via EatSure
AP00000522,2026-03-03T06:09:15Z,Multi-Currency Support,Bookmyshow,AMAZON_PAY_WALLET,4789.44,REVERSED,CUST311592,Amazon Pay - Multi-Currency Support via Bookmyshow
AP00000523,2026-03-12T19:41:25Z,Cross-Border Payments,Tata Power,NETBANKING,3759.23,REVERSED,CUST183372,Amazon Pay - Cross-Border Payments via Tata Power
AP00000524,2026-03-16T02:26:58Z,QR Code Payments,Uber,EMI,3918.53,SUCCESS,CUST759777,Amazon Pay - QR Code Payments via Uber
AP00000525,2026-02-11T22:16:56Z,NFC Tap-to-Pay,Swiggy,AMAZON_PAY_WALLET,1601.66,REFUNDED,CUST778712,Amazon Pay - NFC Tap-to-Pay via Swiggy
AP00000526,2026-03-07T10:42:29Z,Voice Payments,Vodafone,NETBANKING,8033.65,FAILED,CUST335242,Amazon Pay - Voice Payments via Vodafone
AP00000527,2026-04-16T10:05:38Z,Smart Connect Express Checkout,Tata 1mg,NETBANKING,7356.19,FAILED,CUST233827,Amazon Pay - Smart Connect Express Checkout via Tata 1mg
AP00000528,2026-03-08T22:38:48Z,Saved Payment Instruments,Cleartrip,AMAZON_PAY_WALLET,6069.6,FAILED,CUST324005,Amazon Pay - Saved Payment Instruments via Cleartrip
AP00000529,2026-04-13T05:52:28Z,Shipping Address Book,Airtel,AMAZON_PAY_WALLET,2863.71,SUCCESS,CUST553863,Amazon Pay - Shipping Address Book via Airtel
AP00000530,2026-05-23T20:28:02Z,Order Tracking Integration,RedBus,AMAZON_PAY_WALLET,2670.13,REVERSED,CUST645132,Amazon Pay - Order Tracking Integration via RedBus
AP00000531,2026-03-02T21:58:15Z,Loyalty Program Integration,ACT Fibernet,CARD_TOKEN,3711.74,REVERSED,CUST285337,Amazon Pay - Loyalty Program Integration via ACT Fibernet
AP00000532,2026-03-13T00:35:06Z,Charity Donations,Vodafone,AMAZON_PAY_UPI,4080.37,REVERSED,CUST500433,Amazon Pay - Charity Donations via Vodafone
AP00000533,2026-01-16T11:50:42Z,Tax Invoice Download,BWSSB,CARD_TOKEN,8544.45,REVERSED,CUST606079,Amazon Pay - Tax Invoice Download via BWSSB
AP00000534,2026-02-19T11:06:00Z,Customer Support Chat,Tata Power,EMI,352.5,REFUNDED,CUST314209,Amazon Pay - Customer Support Chat via Tata Power
AP00000535,2026-05-28T06:19:03Z,Dispute Resolution,RedBus,AMAZON_PAY_UPI,8285.7,FAILED,CUST704347,Amazon Pay - Dispute Resolution via RedBus
AP00000536,2026-02-20T12:04:09Z,Subscription AutoPay,Zomato,EMI,6941.38,PENDING,CUST498490,Amazon Pay - Subscription AutoPay via Zomato
AP00000537,2026-04-11T13:38:34Z,Split Bills,Tata 1mg,AMAZON_PAY_UPI,330.36,FAILED,CUST288343,Amazon Pay - Split Bills via Tata 1mg
AP00000538,2026-02-23T01:28:48Z,Invoice / Request Money,MakeMyTrip,NETBANKING,3585.5,FAILED,CUST409470,Amazon Pay - Invoice / Request Money via MakeMyTrip
AP00000539,2026-04-04T05:47:45Z,Merchant Onboarding,ACT Fibernet,NETBANKING,2853.2,PENDING,CUST336888,Amazon Pay - Merchant Onboarding via ACT Fibernet
AP00000540,2026-05-17T01:36:53Z,Risk-Based Step-Up,Indigo,CARD_TOKEN,6318.4,REVERSED,CUST900886,Amazon Pay - Risk-Based Step-Up via Indigo
AP00000541,2026-04-23T12:50:21Z,Device Binding,Zomato,AMAZON_PAY_UPI,8691.18,SUCCESS,CUST106602,Amazon Pay - Device Binding via Zomato
AP00000542,2026-04-26T18:36:15Z,Velocity Controls,MakeMyTrip,CARD_TOKEN,5341.13,REFUNDED,CUST347761,Amazon Pay - Velocity Controls via MakeMyTrip
AP00000543,2026-05-09T15:00:12Z,Refund SLA Tracking,Vodafone,CARD_TOKEN,6899.55,PENDING,CUST391505,Amazon Pay - Refund SLA Tracking via Vodafone
AP00000544,2026-01-23T07:36:23Z,Reconciliation Reports,Bescom,AMAZON_PAY_WALLET,8769.1,REFUNDED,CUST155152,Amazon Pay - Reconciliation Reports via Bescom
AP00000545,2026-05-18T01:36:57Z,Webhooks & Events,Zomato,NETBANKING,7384.75,REVERSED,CUST296179,Amazon Pay - Webhooks & Events via Zomato
AP00000546,2026-05-07T21:52:10Z,API Rate Limits,ACT Fibernet,CARD_TOKEN,399.0,FAILED,CUST722648,Amazon Pay - API Rate Limits via ACT Fibernet
AP00000547,2026-02-28T03:53:21Z,Sandbox Environment,Indigo,AMAZON_PAY_WALLET,3940.34,SUCCESS,CUST281044,Amazon Pay - Sandbox Environment via Indigo
AP00000548,2026-02-01T19:26:30Z,Compliance Reporting,Domino's,NETBANKING,6948.37,REFUNDED,CUST511734,Amazon Pay - Compliance Reporting via Domino's
AP00000549,2026-03-11T00:05:39Z,PCI-DSS Tokenization,Vodafone,CARD_TOKEN,4015.81,PENDING,CUST514620,Amazon Pay - PCI-DSS Tokenization via Vodafone
AP00000550,2026-04-22T04:55:50Z,One-Click Checkout,Practo,EMI,7394.0,SUCCESS,CUST748527,Amazon Pay - One-Click Checkout via Practo
AP00000551,2026-02-09T13:04:06Z,Buy Now Pay Later,MakeMyTrip,AMAZON_PAY_WALLET,4401.18,REVERSED,CUST348700,Amazon Pay - Buy Now Pay Later via MakeMyTrip
AP00000552,2026-04-13T17:30:40Z,UPI Payments,Cleartrip,NETBANKING,12.65,REVERSED,CUST854833,Amazon Pay - UPI Payments via Cleartrip
AP00000553,2026-05-02T14:08:30Z,Recurring Payments,Tata 1mg,CARD_TOKEN,2647.41,PENDING,CUST896861,Amazon Pay - Recurring Payments via Tata 1mg
AP00000554,2026-05-25T06:07:37Z,Amazon Pay Wallet,BWSSB,AMAZON_PAY_WALLET,9973.05,SUCCESS,CUST380991,Amazon Pay - Amazon Pay Wallet via BWSSB
AP00000555,2026-04-09T06:19:15Z,Send Money to Contacts,Cleartrip,NETBANKING,1962.29,SUCCESS,CUST522174,Amazon Pay - Send Money to Contacts via Cleartrip
AP00000556,2026-01-06T17:20:25Z,Bill Payments,Tata 1mg,AMAZON_PAY_UPI,1317.01,SUCCESS,CUST447232,Amazon Pay - Bill Payments via Tata 1mg
AP00000557,2026-04-07T10:56:31Z,Mobile Recharge,BWSSB,CARD_TOKEN,4513.24,PENDING,CUST240493,Amazon Pay - Mobile Recharge via BWSSB
AP00000558,2026-03-07T15:44:04Z,DTH Recharge,BigBasket,EMI,5767.58,REVERSED,CUST400808,Amazon Pay - DTH Recharge via BigBasket
AP00000559,2026-05-09T21:59:49Z,Insurance Premium Payments,Vodafone,AMAZON_PAY_UPI,6814.63,FAILED,CUST481698,Amazon Pay - Insurance Premium Payments via Vodafone
AP00000560,2026-01-01T23:54:32Z,Credit Card Bill Payments,Cleartrip,AMAZON_PAY_UPI,1166.82,REVERSED,CUST255252,Amazon Pay - Credit Card Bill Payments via Cleartrip
AP00000561,2026-01-13T21:38:17Z,EMI Auto-Debit,Zomato,EMI,1574.8,FAILED,CUST288696,Amazon Pay - EMI Auto-Debit via Zomato
AP00000562,2026-03-20T08:42:11Z,Rewards & Cashback,Cleartrip,AMAZON_PAY_UPI,8451.09,PENDING,CUST563816,Amazon Pay - Rewards & Cashback via Cleartrip
AP00000563,2026-02-22T12:19:56Z,Coupons & Promo Codes,Zomato,AMAZON_PAY_WALLET,750.08,REFUNDED,CUST516010,Amazon Pay - Coupons & Promo Codes via Zomato
AP00000564,2026-02-04T16:29:19Z,Gift Cards,Airtel,EMI,5391.78,REVERSED,CUST805292,Amazon Pay - Gift Cards via Airtel
AP00000565,2026-05-20T03:13:29Z,Merchant Settlements,Swiggy,EMI,1619.12,REVERSED,CUST192198,Amazon Pay - Merchant Settlements via Swiggy
AP00000566,2026-01-24T16:48:35Z,Refund Processing,EatSure,CARD_TOKEN,3329.77,PENDING,CUST245567,Amazon Pay - Refund Processing via EatSure
AP00000567,2026-02-11T19:05:48Z,Transaction History,Indigo,AMAZON_PAY_UPI,8633.8,FAILED,CUST303748,Amazon Pay - Transaction History via Indigo
AP00000568,2026-05-22T14:17:03Z,KYC Verification,MakeMyTrip,CARD_TOKEN,5491.32,PENDING,CUST304934,Amazon Pay - KYC Verification via MakeMyTrip
AP00000569,2026-02-23T09:03:27Z,Fraud Detection,Domino's,NETBANKING,2149.32,FAILED,CUST958705,Amazon Pay - Fraud Detection via Domino's
AP00000570,2026-04-20T02:12:56Z,PIN & Biometric Authentication,ACT Fibernet,NETBANKING,2055.89,REVERSED,CUST752070,Amazon Pay - PIN & Biometric Authentication via ACT Fibernet
AP00000571,2026-02-09T14:23:20Z,Strong Customer Authentication,Cleartrip,EMI,1865.3,REFUNDED,CUST749017,Amazon Pay - Strong Customer Authentication via Cleartrip
AP00000572,2026-01-27T05:19:11Z,Multi-Currency Support,Cleartrip,EMI,2903.25,FAILED,CUST526381,Amazon Pay - Multi-Currency Support via Cleartrip
AP00000573,2026-04-13T11:29:25Z,Cross-Border Payments,Tata Power,EMI,3410.56,SUCCESS,CUST664093,Amazon Pay - Cross-Border Payments via Tata Power
AP00000574,2026-02-22T07:10:32Z,QR Code Payments,Tata 1mg,CARD_TOKEN,5419.06,FAILED,CUST519252,Amazon Pay - QR Code Payments via Tata 1mg
AP00000575,2026-03-14T05:31:07Z,NFC Tap-to-Pay,Indigo,CARD_TOKEN,2877.13,REVERSED,CUST942768,Amazon Pay - NFC Tap-to-Pay via Indigo
AP00000576,2026-01-04T13:32:38Z,Voice Payments,Domino's,AMAZON_PAY_UPI,443.89,FAILED,CUST228456,Amazon Pay - Voice Payments via Domino's
AP00000577,2026-04-08T21:00:29Z,Smart Connect Express Checkout,EatSure,AMAZON_PAY_WALLET,5120.89,REFUNDED,CUST243640,Amazon Pay - Smart Connect Express Checkout via EatSure
AP00000578,2026-03-18T15:23:03Z,Saved Payment Instruments,Tata Power,EMI,1883.57,REVERSED,CUST927429,Amazon Pay - Saved Payment Instruments via Tata Power
AP00000579,2026-04-12T17:49:23Z,Shipping Address Book,Practo,EMI,3247.48,SUCCESS,CUST653289,Amazon Pay - Shipping Address Book via Practo
AP00000580,2026-04-06T07:40:11Z,Order Tracking Integration,ACT Fibernet,AMAZON_PAY_UPI,3830.55,REVERSED,CUST756988,Amazon Pay - Order Tracking Integration via ACT Fibernet
AP00000581,2026-02-15T09:21:28Z,Loyalty Program Integration,Indigo,NETBANKING,4918.77,REFUNDED,CUST886587,Amazon Pay - Loyalty Program Integration via Indigo
AP00000582,2026-03-10T18:53:58Z,Charity Donations,Cleartrip,AMAZON_PAY_UPI,7959.99,FAILED,CUST476660,Amazon Pay - Charity Donations via Cleartrip
AP00000583,2026-04-03T05:32:01Z,Tax Invoice Download,Vodafone,EMI,803.55,PENDING,CUST341357,Amazon Pay - Tax Invoice Download via Vodafone
AP00000584,2026-02-04T07:04:52Z,Customer Support Chat,ACT Fibernet,AMAZON_PAY_UPI,9679.41,PENDING,CUST630088,Amazon Pay - Customer Support Chat via ACT Fibernet
AP00000585,2026-04-17T06:02:41Z,Dispute Resolution,BigBasket,AMAZON_PAY_WALLET,6631.07,FAILED,CUST110789,Amazon Pay - Dispute Resolution via BigBasket
AP00000586,2026-02-25T16:32:10Z,Subscription AutoPay,Vodafone,NETBANKING,2104.8,PENDING,CUST318119,Amazon Pay - Subscription AutoPay via Vodafone
AP00000587,2026-02-19T00:56:19Z,Split Bills,Bookmyshow,AMAZON_PAY_WALLET,1975.46,FAILED,CUST751928,Amazon Pay - Split Bills via Bookmyshow
AP00000588,2026-05-10T16:19:58Z,Invoice / Request Money,MakeMyTrip,AMAZON_PAY_UPI,6435.34,SUCCESS,CUST838149,Amazon Pay - Invoice / Request Money via MakeMyTrip
AP00000589,2026-05-05T15:22:39Z,Merchant Onboarding,RedBus,AMAZON_PAY_UPI,4736.99,FAILED,CUST131378,Amazon Pay - Merchant Onboarding via RedBus
AP00000590,2026-01-03T05:06:24Z,Risk-Based Step-Up,RedBus,CARD_TOKEN,4341.2,REFUNDED,CUST466436,Amazon Pay - Risk-Based Step-Up via RedBus
AP00000591,2026-03-11T09:21:00Z,Device Binding,Practo,CARD_TOKEN,5271.66,FAILED,CUST860744,Amazon Pay - Device Binding via Practo
AP00000592,2026-01-08T08:51:44Z,Velocity Controls,Tata 1mg,NETBANKING,198.05,REFUNDED,CUST689447,Amazon Pay - Velocity Controls via Tata 1mg
AP00000593,2026-03-06T14:41:11Z,Refund SLA Tracking,Swiggy,AMAZON_PAY_UPI,5353.08,SUCCESS,CUST288108,Amazon Pay - Refund SLA Tracking via Swiggy
AP00000594,2026-05-04T19:26:10Z,Reconciliation Reports,BWSSB,CARD_TOKEN,1672.59,FAILED,CUST295639,Amazon Pay - Reconciliation Reports via BWSSB
AP00000595,2026-05-13T20:22:05Z,Webhooks & Events,Vodafone,CARD_TOKEN,121.9,REFUNDED,CUST458208,Amazon Pay - Webhooks & Events via Vodafone
AP00000596,2026-04-17T13:41:12Z,API Rate Limits,Tata 1mg,EMI,9759.65,REFUNDED,CUST501595,Amazon Pay - API Rate Limits via Tata 1mg
AP00000597,2026-03-25T07:00:01Z,Sandbox Environment,Airtel,CARD_TOKEN,5643.0,REFUNDED,CUST155635,Amazon Pay - Sandbox Environment via Airtel
AP00000598,2026-01-08T07:00:35Z,Compliance Reporting,MakeMyTrip,AMAZON_PAY_UPI,1280.31,FAILED,CUST637446,Amazon Pay - Compliance Reporting via MakeMyTrip
AP00000599,2026-05-27T23:43:19Z,PCI-DSS Tokenization,BigBasket,AMAZON_PAY_WALLET,9527.42,REVERSED,CUST231478,Amazon Pay - PCI-DSS Tokenization via BigBasket
AP00000600,2026-05-23T22:49:39Z,One-Click Checkout,ACT Fibernet,EMI,3693.39,REVERSED,CUST579450,Amazon Pay - One-Click Checkout via ACT Fibernet
AP00000601,2026-04-04T02:31:48Z,Buy Now Pay Later,Vodafone,AMAZON_PAY_UPI,6978.22,FAILED,CUST485064,Amazon Pay - Buy Now Pay Later via Vodafone
AP00000602,2026-03-23T09:53:40Z,UPI Payments,MakeMyTrip,NETBANKING,5225.92,REVERSED,CUST793128,Amazon Pay - UPI Payments via MakeMyTrip
AP00000603,2026-03-15T05:56:29Z,Recurring Payments,Jio,NETBANKING,6894.04,REFUNDED,CUST680156,Amazon Pay - Recurring Payments via Jio
AP00000604,2026-01-06T07:43:42Z,Amazon Pay Wallet,Tata 1mg,EMI,5351.36,PENDING,CUST655769,Amazon Pay - Amazon Pay Wallet via Tata 1mg
AP00000605,2026-02-28T02:13:43Z,Send Money to Contacts,Swiggy,AMAZON_PAY_UPI,5786.93,REVERSED,CUST785776,Amazon Pay - Send Money to Contacts via Swiggy
AP00000606,2026-02-09T01:10:50Z,Bill Payments,MakeMyTrip,NETBANKING,3318.86,FAILED,CUST519491,Amazon Pay - Bill Payments via MakeMyTrip
AP00000607,2026-03-04T04:02:15Z,Mobile Recharge,Domino's,NETBANKING,262.97,FAILED,CUST914871,Amazon Pay - Mobile Recharge via Domino's
AP00000608,2026-05-25T07:21:02Z,DTH Recharge,Airtel,AMAZON_PAY_WALLET,492.89,SUCCESS,CUST265434,Amazon Pay - DTH Recharge via Airtel
AP00000609,2026-02-02T18:34:49Z,Insurance Premium Payments,Tata 1mg,AMAZON_PAY_UPI,3644.48,REVERSED,CUST913771,Amazon Pay - Insurance Premium Payments via Tata 1mg
AP00000610,2026-02-26T13:30:09Z,Credit Card Bill Payments,Cleartrip,AMAZON_PAY_UPI,107.46,REVERSED,CUST529352,Amazon Pay - Credit Card Bill Payments via Cleartrip
AP00000611,2026-04-15T18:49:58Z,EMI Auto-Debit,Bookmyshow,EMI,5801.89,FAILED,CUST206942,Amazon Pay - EMI Auto-Debit via Bookmyshow
AP00000612,2026-05-06T04:53:00Z,Rewards & Cashback,ACT Fibernet,EMI,2234.34,SUCCESS,CUST128766,Amazon Pay - Rewards & Cashback via ACT Fibernet
AP00000613,2026-05-21T12:00:24Z,Coupons & Promo Codes,BigBasket,EMI,4887.42,REFUNDED,CUST558085,Amazon Pay - Coupons & Promo Codes via BigBasket
AP00000614,2026-02-01T19:27:29Z,Gift Cards,Bookmyshow,AMAZON_PAY_WALLET,1970.72,SUCCESS,CUST357604,Amazon Pay - Gift Cards via Bookmyshow
AP00000615,2026-05-09T05:51:58Z,Merchant Settlements,Bookmyshow,EMI,9584.65,REVERSED,CUST163232,Amazon Pay - Merchant Settlements via Bookmyshow
AP00000616,2026-05-19T17:07:33Z,Refund Processing,Bescom,AMAZON_PAY_UPI,5110.4,REFUNDED,CUST702469,Amazon Pay - Refund Processing via Bescom
AP00000617,2026-03-12T08:46:24Z,Transaction History,Cleartrip,AMAZON_PAY_WALLET,1831.53,REVERSED,CUST206959,Amazon Pay - Transaction History via Cleartrip
AP00000618,2026-01-04T11:49:47Z,KYC Verification,Zomato,NETBANKING,6018.77,REFUNDED,CUST196042,Amazon Pay - KYC Verification via Zomato
AP00000619,2026-01-13T19:15:38Z,Fraud Detection,Uber,NETBANKING,2920.49,REFUNDED,CUST491698,Amazon Pay - Fraud Detection via Uber
AP00000620,2026-01-01T03:28:19Z,PIN & Biometric Authentication,Jio,AMAZON_PAY_UPI,6667.95,PENDING,CUST659978,Amazon Pay - PIN & Biometric Authentication via Jio
AP00000621,2026-04-26T20:10:55Z,Strong Customer Authentication,Cleartrip,EMI,977.46,REFUNDED,CUST753352,Amazon Pay - Strong Customer Authentication via Cleartrip
AP00000622,2026-02-09T22:37:35Z,Multi-Currency Support,Jio,AMAZON_PAY_WALLET,2321.0,REVERSED,CUST596269,Amazon Pay - Multi-Currency Support via Jio
AP00000623,2026-02-06T21:20:26Z,Cross-Border Payments,ACT Fibernet,AMAZON_PAY_WALLET,7090.26,PENDING,CUST636626,Amazon Pay - Cross-Border Payments via ACT Fibernet
AP00000624,2026-04-04T22:18:55Z,QR Code Payments,MakeMyTrip,AMAZON_PAY_UPI,1610.85,PENDING,CUST769791,Amazon Pay - QR Code Payments via MakeMyTrip
AP00000625,2026-04-02T05:21:48Z,NFC Tap-to-Pay,BigBasket,EMI,3946.69,PENDING,CUST691157,Amazon Pay - NFC Tap-to-Pay via BigBasket
AP00000626,2026-05-17T06:10:09Z,Voice Payments,Tata Power,CARD_TOKEN,6800.79,REFUNDED,CUST501239,Amazon Pay - Voice Payments via Tata Power
AP00000627,2026-04-01T07:48:42Z,Smart Connect Express Checkout,BigBasket,AMAZON_PAY_UPI,2598.12,FAILED,CUST805227,Amazon Pay - Smart Connect Express Checkout via BigBasket
AP00000628,2026-01-16T12:53:45Z,Saved Payment Instruments,EatSure,AMAZON_PAY_WALLET,6929.8,REVERSED,CUST524664,Amazon Pay - Saved Payment Instruments via EatSure
AP00000629,2026-04-07T01:05:58Z,Shipping Address Book,RedBus,AMAZON_PAY_UPI,889.27,REFUNDED,CUST519233,Amazon Pay - Shipping Address Book via RedBus
AP00000630,2026-04-24T18:59:53Z,Order Tracking Integration,Airtel,AMAZON_PAY_UPI,576.59,REFUNDED,CUST368190,Amazon Pay - Order Tracking Integration via Airtel
AP00000631,2026-02-14T02:33:37Z,Loyalty Program Integration,Tata Power,AMAZON_PAY_UPI,8318.03,REVERSED,CUST162878,Amazon Pay - Loyalty Program Integration via Tata Power
AP00000632,2026-03-11T21:47:07Z,Charity Donations,Vodafone,CARD_TOKEN,3507.53,PENDING,CUST725543,Amazon Pay - Charity Donations via Vodafone
AP00000633,2026-02-03T11:59:57Z,Tax Invoice Download,Zomato,AMAZON_PAY_UPI,4859.12,PENDING,CUST180589,Amazon Pay - Tax Invoice Download via Zomato
AP00000634,2026-02-06T10:36:34Z,Customer Support Chat,Jio,NETBANKING,9190.15,REFUNDED,CUST416377,Amazon Pay - Customer Support Chat via Jio
AP00000635,2026-03-10T14:30:45Z,Dispute Resolution,Tata 1mg,AMAZON_PAY_WALLET,3750.09,PENDING,CUST184892,Amazon Pay - Dispute Resolution via Tata 1mg
AP00000636,2026-01-04T21:16:35Z,Subscription AutoPay,Bookmyshow,CARD_TOKEN,7625.33,REFUNDED,CUST398056,Amazon Pay - Subscription AutoPay via Bookmyshow
AP00000637,2026-05-16T22:24:26Z,Split Bills,Cleartrip,CARD_TOKEN,3437.73,REFUNDED,CUST304660,Amazon Pay - Split Bills via Cleartrip
AP00000638,2026-04-20T14:21:29Z,Invoice / Request Money,Bescom,AMAZON_PAY_WALLET,3518.11,SUCCESS,CUST109152,Amazon Pay - Invoice / Request Money via Bescom
AP00000639,2026-01-13T03:50:35Z,Merchant Onboarding,Indigo,AMAZON_PAY_WALLET,5015.49,REVERSED,CUST484262,Amazon Pay - Merchant Onboarding via Indigo
AP00000640,2026-04-04T18:43:25Z,Risk-Based Step-Up,MakeMyTrip,AMAZON_PAY_UPI,3316.39,REFUNDED,CUST796076,Amazon Pay - Risk-Based Step-Up via MakeMyTrip
AP00000641,2026-04-23T11:18:20Z,Device Binding,Cleartrip,NETBANKING,5164.96,FAILED,CUST607520,Amazon Pay - Device Binding via Cleartrip
AP00000642,2026-01-12T01:06:09Z,Velocity Controls,Tata Power,AMAZON_PAY_WALLET,2246.15,FAILED,CUST495565,Amazon Pay - Velocity Controls via Tata Power
AP00000643,2026-05-21T14:37:07Z,Refund SLA Tracking,ACT Fibernet,CARD_TOKEN,1347.92,REVERSED,CUST764154,Amazon Pay - Refund SLA Tracking via ACT Fibernet
AP00000644,2026-01-12T15:51:08Z,Reconciliation Reports,Tata Power,CARD_TOKEN,8023.04,REFUNDED,CUST102416,Amazon Pay - Reconciliation Reports via Tata Power
AP00000645,2026-04-17T06:15:33Z,Webhooks & Events,Tata 1mg,CARD_TOKEN,3266.77,REFUNDED,CUST679837,Amazon Pay - Webhooks & Events via Tata 1mg
AP00000646,2026-01-13T23:41:19Z,API Rate Limits,Jio,EMI,8181.76,PENDING,CUST685341,Amazon Pay - API Rate Limits via Jio
AP00000647,2026-01-16T23:04:05Z,Sandbox Environment,Airtel,EMI,2675.01,REVERSED,CUST517256,Amazon Pay - Sandbox Environment via Airtel
AP00000648,2026-02-26T12:15:01Z,Compliance Reporting,ACT Fibernet,CARD_TOKEN,2305.32,PENDING,CUST218629,Amazon Pay - Compliance Reporting via ACT Fibernet
AP00000649,2026-01-04T21:04:18Z,PCI-DSS Tokenization,RedBus,CARD_TOKEN,4628.88,FAILED,CUST982300,Amazon Pay - PCI-DSS Tokenization via RedBus
AP00000650,2026-04-11T15:11:42Z,One-Click Checkout,Vodafone,NETBANKING,3425.28,PENDING,CUST445810,Amazon Pay - One-Click Checkout via Vodafone
AP00000651,2026-03-21T17:29:02Z,Buy Now Pay Later,ACT Fibernet,AMAZON_PAY_UPI,8017.35,SUCCESS,CUST289855,Amazon Pay - Buy Now Pay Later via ACT Fibernet
AP00000652,2026-03-28T08:26:52Z,UPI Payments,Tata 1mg,AMAZON_PAY_WALLET,9968.16,FAILED,CUST369262,Amazon Pay - UPI Payments via Tata 1mg
AP00000653,2026-03-28T15:19:00Z,Recurring Payments,Practo,NETBANKING,1955.71,FAILED,CUST668901,Amazon Pay - Recurring Payments via Practo
AP00000654,2026-04-24T23:09:58Z,Amazon Pay Wallet,Swiggy,EMI,6757.88,SUCCESS,CUST525960,Amazon Pay - Amazon Pay Wallet via Swiggy
AP00000655,2026-02-08T16:40:05Z,Send Money to Contacts,Swiggy,CARD_TOKEN,5061.04,REVERSED,CUST345505,Amazon Pay - Send Money to Contacts via Swiggy
AP00000656,2026-05-08T17:29:12Z,Bill Payments,Swiggy,NETBANKING,7929.64,PENDING,CUST227123,Amazon Pay - Bill Payments via Swiggy
AP00000657,2026-01-19T06:07:25Z,Mobile Recharge,Zomato,CARD_TOKEN,7213.61,FAILED,CUST419679,Amazon Pay - Mobile Recharge via Zomato
AP00000658,2026-04-09T19:12:04Z,DTH Recharge,RedBus,EMI,6152.37,SUCCESS,CUST474495,Amazon Pay - DTH Recharge via RedBus
AP00000659,2026-02-09T16:00:12Z,Insurance Premium Payments,Indigo,AMAZON_PAY_WALLET,7183.17,REVERSED,CUST168704,Amazon Pay - Insurance Premium Payments via Indigo
AP00000660,2026-03-02T22:05:55Z,Credit Card Bill Payments,Zomato,CARD_TOKEN,2117.77,REVERSED,CUST939744,Amazon Pay - Credit Card Bill Payments via Zomato
AP00000661,2026-04-15T23:05:51Z,EMI Auto-Debit,ACT Fibernet,CARD_TOKEN,2752.9,SUCCESS,CUST216342,Amazon Pay - EMI Auto-Debit via ACT Fibernet
AP00000662,2026-01-24T00:07:55Z,Rewards & Cashback,ACT Fibernet,CARD_TOKEN,9062.37,SUCCESS,CUST558145,Amazon Pay - Rewards & Cashback via ACT Fibernet
AP00000663,2026-05-07T19:00:00Z,Coupons & Promo Codes,Bescom,EMI,2366.27,PENDING,CUST811028,Amazon Pay - Coupons & Promo Codes via Bescom
AP00000664,2026-01-06T03:18:10Z,Gift Cards,Jio,CARD_TOKEN,6428.9,PENDING,CUST541041,Amazon Pay - Gift Cards via Jio
AP00000665,2026-03-21T01:25:24Z,Merchant Settlements,BigBasket,CARD_TOKEN,9021.98,FAILED,CUST371082,Amazon Pay - Merchant Settlements via BigBasket
AP00000666,2026-04-20T20:45:51Z,Refund Processing,Domino's,NETBANKING,799.73,PENDING,CUST108022,Amazon Pay - Refund Processing via Domino's
AP00000667,2026-04-02T11:12:01Z,Transaction History,Bookmyshow,NETBANKING,1547.56,REFUNDED,CUST363183,Amazon Pay - Transaction History via Bookmyshow
AP00000668,2026-04-02T03:23:41Z,KYC Verification,Airtel,NETBANKING,6174.99,PENDING,CUST697348,Amazon Pay - KYC Verification via Airtel
AP00000669,2026-04-26T02:08:53Z,Fraud Detection,Domino's,EMI,7633.05,PENDING,CUST902904,Amazon Pay - Fraud Detection via Domino's
AP00000670,2026-05-06T11:11:02Z,PIN & Biometric Authentication,Domino's,CARD_TOKEN,6339.55,PENDING,CUST459240,Amazon Pay - PIN & Biometric Authentication via Domino's
AP00000671,2026-04-07T15:52:44Z,Strong Customer Authentication,Bookmyshow,EMI,4141.11,PENDING,CUST196269,Amazon Pay - Strong Customer Authentication via Bookmyshow
AP00000672,2026-03-25T17:57:28Z,Multi-Currency Support,BigBasket,AMAZON_PAY_UPI,9344.8,SUCCESS,CUST794387,Amazon Pay - Multi-Currency Support via BigBasket
AP00000673,2026-05-18T22:40:04Z,Cross-Border Payments,Bookmyshow,NETBANKING,8205.55,FAILED,CUST555931,Amazon Pay - Cross-Border Payments via Bookmyshow
