TxnID,CustomerID,Amount,Currency,Status,Region,Method,CreatedAt
TXN-0001097,CUST-54656,3104.28,EUR,Declined,AU,MasterCard,2024-01-01T22:14:41Z
TXN-0001098,CUST-65485,491.58,EUR,Declined,AU,Visa,2024-01-01T22:15:54Z
TXN-0001099,CUST-16177,3659.21,BRL,Refunded,US,UPI,2024-01-01T22:17:07Z
TXN-0001100,CUST-88165,2981.94,USD,Declined,IN,BankTransfer,2024-01-01T22:18:20Z
TXN-0001101,CUST-76624,2343.71,EUR,Refunded,US,BankTransfer,2024-01-01T22:19:33Z
TXN-0001102,CUST-41228,2716.03,AUD,Voided,US,UPI,2024-01-01T22:20:46Z
TXN-0001103,CUST-61289,4414.00,GBP,Voided,BR,GiftCard,2024-01-01T22:21:59Z
TXN-0001104,CUST-84132,4512.59,USD,Refunded,US,Amex,2024-01-01T22:23:12Z
TXN-0001105,CUST-42993,3549.09,USD,Captured,US,Amex,2024-01-01T22:24:25Z
TXN-0001106,CUST-35409,1191.97,AUD,Captured,CA,Amex,2024-01-01T22:25:38Z
TXN-0001107,CUST-14236,1237.51,AUD,Refunded,JP,SEPA,2024-01-01T22:26:51Z
TXN-0001108,CUST-23934,4221.32,INR,Refunded,US,GiftCard,2024-01-01T22:28:04Z
TXN-0001109,CUST-65626,263.97,EUR,Captured,US,UPI,2024-01-01T22:29:17Z
TXN-0001110,CUST-72803,3408.53,EUR,Refunded,CA,MasterCard,2024-01-01T22:30:30Z
TXN-0001111,CUST-21420,1899.95,INR,Voided,US,MasterCard,2024-01-01T22:31:43Z
TXN-0001112,CUST-61235,2537.47,GBP,Declined,EU,Wallet,2024-01-01T22:32:56Z
TXN-0001113,CUST-21162,4052.22,JPY,Authorized,US,GiftCard,2024-01-01T22:34:09Z
TXN-0001114,CUST-13791,4491.88,GBP,Declined,CA,Amex,2024-01-01T22:35:22Z
TXN-0001115,CUST-25266,1569.04,AUD,Captured,BR,GiftCard,2024-01-01T22:36:35Z
TXN-0001116,CUST-33983,3025.03,GBP,Captured,CA,Amex,2024-01-01T22:37:48Z
TXN-0001117,CUST-32756,3474.00,USD,Authorized,IN,GiftCard,2024-01-01T22:39:01Z
TXN-0001118,CUST-1827,1533.06,EUR,Refunded,BR,Amex,2024-01-01T22:40:14Z
TXN-0001119,CUST-59029,534.35,CAD,Declined,JP,Amex,2024-01-01T22:41:27Z
TXN-0001120,CUST-28180,368.91,USD,Authorized,AU,MasterCard,2024-01-01T22:42:40Z
TXN-0001121,CUST-17475,1235.75,USD,Declined,BR,MasterCard,2024-01-01T22:43:53Z
TXN-0001122,CUST-5073,1985.61,JPY,Captured,AU,BankTransfer,2024-01-01T22:45:06Z
TXN-0001123,CUST-60484,2659.56,GBP,Declined,EU,GiftCard,2024-01-01T22:46:19Z
TXN-0001124,CUST-55865,1412.39,EUR,Captured,AU,BankTransfer,2024-01-01T22:47:32Z
TXN-0001125,CUST-59240,1413.48,BRL,Refunded,AU,MasterCard,2024-01-01T22:48:45Z
TXN-0001126,CUST-16555,2249.34,BRL,Declined,UK,SEPA,2024-01-01T22:49:58Z
TXN-0001127,CUST-34899,1976.50,JPY,Voided,JP,UPI,2024-01-01T22:51:11Z
TXN-0001128,CUST-26010,4953.21,BRL,Declined,CA,UPI,2024-01-01T22:52:24Z
TXN-0001129,CUST-85057,619.31,EUR,Declined,JP,GiftCard,2024-01-01T22:53:37Z
TXN-0001130,CUST-54763,2575.77,INR,Refunded,BR,SEPA,2024-01-01T22:54:50Z
TXN-0001131,CUST-38714,4561.26,BRL,Voided,JP,Amex,2024-01-01T22:56:03Z
TXN-0001132,CUST-34287,3202.08,USD,Declined,US,GiftCard,2024-01-01T22:57:16Z
TXN-0001133,CUST-71287,4097.77,CAD,Captured,AU,Visa,2024-01-01T22:58:29Z
TXN-0001134,CUST-62400,4977.95,JPY,Authorized,EU,Wallet,2024-01-01T22:59:42Z
TXN-0001135,CUST-41654,1877.38,AUD,Refunded,BR,UPI,2024-01-01T23:00:55Z
TXN-0001136,CUST-48916,1946.95,JPY,Authorized,UK,MasterCard,2024-01-01T23:02:08Z
TXN-0001137,CUST-77444,3746.92,AUD,Refunded,AU,Amex,2024-01-01T23:03:21Z
TXN-0001138,CUST-32438,4695.81,AUD,Refunded,UK,UPI,2024-01-01T23:04:34Z
TXN-0001139,CUST-42341,4997.32,BRL,Authorized,BR,Wallet,2024-01-01T23:05:47Z
TXN-0001140,CUST-87710,270.33,GBP,Authorized,CA,GiftCard,2024-01-01T23:07:00Z
TXN-0001141,CUST-11313,4446.34,JPY,Declined,UK,SEPA,2024-01-01T23:08:13Z
TXN-0001142,CUST-71452,2047.86,EUR,Authorized,EU,Amex,2024-01-01T23:09:26Z
TXN-0001143,CUST-88496,1037.19,EUR,Declined,JP,GiftCard,2024-01-01T23:10:39Z
TXN-0001144,CUST-48378,336.52,CAD,Declined,IN,MasterCard,2024-01-01T23:11:52Z
TXN-0001145,CUST-6746,395.93,CAD,Authorized,AU,GiftCard,2024-01-01T23:13:05Z
TXN-0001146,CUST-49672,2229.51,JPY,Refunded,JP,SEPA,2024-01-01T23:14:18Z
TXN-0001147,CUST-24781,798.27,BRL,Refunded,JP,UPI,2024-01-01T23:15:31Z
TXN-0001148,CUST-74636,327.58,INR,Refunded,UK,Wallet,2024-01-01T23:16:44Z
TXN-0001149,CUST-84719,4045.72,CAD,Declined,IN,BankTransfer,2024-01-01T23:17:57Z
TXN-0001150,CUST-2689,49.50,AUD,Refunded,UK,SEPA,2024-01-01T23:19:10Z
TXN-0001151,CUST-31448,2864.40,JPY,Refunded,IN,BankTransfer,2024-01-01T23:20:23Z
TXN-0001152,CUST-74538,3803.54,CAD,Declined,EU,Visa,2024-01-01T23:21:36Z
TXN-0001153,CUST-76407,4386.71,USD,Voided,AU,BankTransfer,2024-01-01T23:22:49Z
TXN-0001154,CUST-66257,1042.73,JPY,Declined,US,SEPA,2024-01-01T23:24:02Z
TXN-0001155,CUST-29588,1632.26,USD,Refunded,UK,Amex,2024-01-01T23:25:15Z
TXN-0001156,CUST-84420,3790.80,JPY,Refunded,BR,Amex,2024-01-01T23:26:28Z
TXN-0001157,CUST-96522,4539.40,INR,Declined,CA,Visa,2024-01-01T23:27:41Z
TXN-0001158,CUST-13573,1485.35,JPY,Voided,JP,Amex,2024-01-01T23:28:54Z
TXN-0001159,CUST-55254,3658.81,EUR,Refunded,JP,MasterCard,2024-01-01T23:30:07Z
TXN-0001160,CUST-40766,1260.13,AUD,Refunded,BR,GiftCard,2024-01-01T23:31:20Z
TXN-0001161,CUST-99290,3393.85,CAD,Refunded,US,Wallet,2024-01-01T23:32:33Z
TXN-0001162,CUST-44267,1148.67,JPY,Declined,UK,BankTransfer,2024-01-01T23:33:46Z
TXN-0001163,CUST-4130,3648.26,INR,Refunded,US,GiftCard,2024-01-01T23:34:59Z
TXN-0001164,CUST-19001,1062.11,EUR,Refunded,CA,MasterCard,2024-01-01T23:36:12Z
TXN-0001165,CUST-67605,900.11,INR,Authorized,BR,SEPA,2024-01-01T23:37:25Z
TXN-0001166,CUST-40980,1831.74,USD,Refunded,AU,GiftCard,2024-01-01T23:38:38Z
TXN-0001167,CUST-74631,909.58,BRL,Refunded,JP,Wallet,2024-01-01T23:39:51Z
TXN-0001168,CUST-34818,3042.43,EUR,Captured,IN,Wallet,2024-01-01T23:41:04Z
TXN-0001169,CUST-5404,986.84,JPY,Captured,BR,BankTransfer,2024-01-01T23:42:17Z
TXN-0001170,CUST-66316,1868.58,USD,Captured,IN,UPI,2024-01-01T23:43:30Z
TXN-0001171,CUST-68855,4912.60,JPY,Authorized,CA,Visa,2024-01-01T23:44:43Z
TXN-0001172,CUST-12208,1372.19,EUR,Declined,JP,Amex,2024-01-01T23:45:56Z
TXN-0001173,CUST-83754,483.38,GBP,Declined,JP,GiftCard,2024-01-01T23:47:09Z
TXN-0001174,CUST-29503,2914.14,CAD,Declined,EU,SEPA,2024-01-01T23:48:22Z
TXN-0001175,CUST-45294,3926.75,JPY,Refunded,US,SEPA,2024-01-01T23:49:35Z
TXN-0001176,CUST-65007,1003.03,EUR,Declined,IN,MasterCard,2024-01-01T23:50:48Z
TXN-0001177,CUST-45173,4792.01,EUR,Captured,CA,BankTransfer,2024-01-01T23:52:01Z
TXN-0001178,CUST-90740,392.73,EUR,Voided,US,GiftCard,2024-01-01T23:53:14Z
TXN-0001179,CUST-82967,1923.46,BRL,Declined,UK,BankTransfer,2024-01-01T23:54:27Z
TXN-0001180,CUST-40472,4075.41,USD,Captured,BR,Amex,2024-01-01T23:55:40Z
TXN-0001181,CUST-11378,1022.83,CAD,Voided,AU,Wallet,2024-01-01T23:56:53Z
TXN-0001182,CUST-96309,4733.86,EUR,Voided,US,Amex,2024-01-01T23:58:06Z
TXN-0001183,CUST-3070,2634.63,BRL,Declined,UK,GiftCard,2024-01-01T23:59:19Z
TXN-0001184,CUST-4830,2053.63,INR,Voided,US,GiftCard,2024-01-02T00:00:32Z
TXN-0001185,CUST-18915,2307.60,JPY,Captured,IN,Amex,2024-01-02T00:01:45Z
TXN-0001186,CUST-4656,4488.76,INR,Captured,BR,UPI,2024-01-02T00:02:58Z
TXN-0001187,CUST-48429,4732.63,USD,Declined,AU,Visa,2024-01-02T00:04:11Z
TXN-0001188,CUST-67327,4988.71,EUR,Declined,US,UPI,2024-01-02T00:05:24Z
TXN-0001189,CUST-92148,681.88,BRL,Captured,JP,UPI,2024-01-02T00:06:37Z
TXN-0001190,CUST-18230,2518.84,AUD,Refunded,UK,MasterCard,2024-01-02T00:07:50Z
TXN-0001191,CUST-32352,578.06,CAD,Voided,EU,Amex,2024-01-02T00:09:03Z
TXN-0001192,CUST-68864,1077.56,USD,Authorized,CA,Wallet,2024-01-02T00:10:16Z
TXN-0001193,CUST-42048,1144.10,USD,Declined,JP,Visa,2024-01-02T00:11:29Z
TXN-0001194,CUST-13134,4604.28,BRL,Captured,AU,GiftCard,2024-01-02T00:12:42Z
TXN-0001195,CUST-99378,3646.08,JPY,Captured,BR,SEPA,2024-01-02T00:13:55Z
TXN-0001196,CUST-22988,214.09,JPY,Refunded,EU,Wallet,2024-01-02T00:15:08Z
TXN-0001197,CUST-58788,534.92,CAD,Voided,JP,Visa,2024-01-02T00:16:21Z
TXN-0001198,CUST-86983,1346.13,USD,Declined,AU,Visa,2024-01-02T00:17:34Z
TXN-0001199,CUST-17905,1649.69,AUD,Authorized,AU,Wallet,2024-01-02T00:18:47Z
TXN-0001200,CUST-74529,2597.66,AUD,Captured,AU,GiftCard,2024-01-02T00:20:00Z
TXN-0001201,CUST-49684,1488.87,EUR,Declined,US,BankTransfer,2024-01-02T00:21:13Z
TXN-0001202,CUST-95567,572.04,BRL,Declined,JP,MasterCard,2024-01-02T00:22:26Z
TXN-0001203,CUST-49103,186.44,USD,Captured,US,GiftCard,2024-01-02T00:23:39Z
TXN-0001204,CUST-61977,3368.49,USD,Captured,IN,SEPA,2024-01-02T00:24:52Z
TXN-0001205,CUST-34400,4128.06,BRL,Declined,AU,MasterCard,2024-01-02T00:26:05Z
TXN-0001206,CUST-31609,932.64,CAD,Authorized,CA,SEPA,2024-01-02T00:27:18Z
TXN-0001207,CUST-20020,4840.63,AUD,Captured,EU,SEPA,2024-01-02T00:28:31Z
TXN-0001208,CUST-88248,2900.68,GBP,Authorized,US,UPI,2024-01-02T00:29:44Z
TXN-0001209,CUST-54598,1249.39,EUR,Voided,IN,SEPA,2024-01-02T00:30:57Z
TXN-0001210,CUST-45907,1088.37,CAD,Authorized,BR,Amex,2024-01-02T00:32:10Z
TXN-0001211,CUST-96424,3601.16,CAD,Authorized,CA,Visa,2024-01-02T00:33:23Z
TXN-0001212,CUST-15520,1253.62,GBP,Voided,CA,Visa,2024-01-02T00:34:36Z
TXN-0001213,CUST-59711,622.85,JPY,Captured,UK,Amex,2024-01-02T00:35:49Z
TXN-0001214,CUST-68537,1338.76,INR,Declined,JP,GiftCard,2024-01-02T00:37:02Z
TXN-0001215,CUST-35340,3506.57,JPY,Voided,JP,Wallet,2024-01-02T00:38:15Z
TXN-0001216,CUST-59205,660.20,JPY,Refunded,JP,UPI,2024-01-02T00:39:28Z
TXN-0001217,CUST-40971,2020.15,BRL,Declined,JP,BankTransfer,2024-01-02T00:40:41Z
TXN-0001218,CUST-7346,2128.59,INR,Captured,CA,Wallet,2024-01-02T00:41:54Z
TXN-0001219,CUST-50981,4904.88,GBP,Captured,CA,SEPA,2024-01-02T00:43:07Z
TXN-0001220,CUST-68219,2634.25,JPY,Captured,JP,BankTransfer,2024-01-02T00:44:20Z
TXN-0001221,CUST-90326,3849.77,INR,Authorized,AU,Amex,2024-01-02T00:45:33Z
TXN-0001222,CUST-10036,4809.90,EUR,Captured,EU,GiftCard,2024-01-02T00:46:46Z
TXN-0001223,CUST-73092,2497.83,JPY,Refunded,UK,BankTransfer,2024-01-02T00:47:59Z
TXN-0001224,CUST-89755,3953.85,USD,Voided,EU,Visa,2024-01-02T00:49:12Z
TXN-0001225,CUST-3994,823.18,INR,Voided,EU,UPI,2024-01-02T00:50:25Z
TXN-0001226,CUST-26257,1212.21,CAD,Declined,US,GiftCard,2024-01-02T00:51:38Z
TXN-0001227,CUST-34563,4955.58,EUR,Declined,CA,GiftCard,2024-01-02T00:52:51Z
TXN-0001228,CUST-93961,505.66,JPY,Voided,CA,GiftCard,2024-01-02T00:54:04Z
TXN-0001229,CUST-36929,1363.81,EUR,Captured,US,MasterCard,2024-01-02T00:55:17Z
TXN-0001230,CUST-81267,1910.56,GBP,Declined,CA,GiftCard,2024-01-02T00:56:30Z
TXN-0001231,CUST-33472,3127.55,INR,Captured,EU,Amex,2024-01-02T00:57:43Z
TXN-0001232,CUST-5021,1210.33,BRL,Captured,AU,SEPA,2024-01-02T00:58:56Z
TXN-0001233,CUST-22678,211.63,EUR,Authorized,CA,Amex,2024-01-02T01:00:09Z
TXN-0001234,CUST-4364,3011.95,GBP,Captured,UK,GiftCard,2024-01-02T01:01:22Z
TXN-0001235,CUST-91322,4827.44,GBP,Declined,JP,GiftCard,2024-01-02T01:02:35Z
TXN-0001236,CUST-42838,879.95,BRL,Captured,BR,UPI,2024-01-02T01:03:48Z
TXN-0001237,CUST-24642,636.24,AUD,Captured,CA,Wallet,2024-01-02T01:05:01Z
TXN-0001238,CUST-53920,1850.38,EUR,Voided,CA,SEPA,2024-01-02T01:06:14Z
TXN-0001239,CUST-98887,4604.15,EUR,Voided,UK,MasterCard,2024-01-02T01:07:27Z
TXN-0001240,CUST-20916,4375.87,CAD,Declined,US,MasterCard,2024-01-02T01:08:40Z
TXN-0001241,CUST-14224,902.16,AUD,Refunded,CA,Visa,2024-01-02T01:09:53Z
TXN-0001242,CUST-20064,3741.85,INR,Authorized,CA,BankTransfer,2024-01-02T01:11:06Z
TXN-0001243,CUST-45997,3257.90,BRL,Declined,US,BankTransfer,2024-01-02T01:12:19Z
TXN-0001244,CUST-40857,1607.30,EUR,Refunded,US,BankTransfer,2024-01-02T01:13:32Z
TXN-0001245,CUST-94221,3467.72,AUD,Refunded,CA,SEPA,2024-01-02T01:14:45Z
TXN-0001246,CUST-36881,691.57,EUR,Refunded,EU,Wallet,2024-01-02T01:15:58Z
TXN-0001247,CUST-87098,4821.14,USD,Authorized,UK,Amex,2024-01-02T01:17:11Z
TXN-0001248,CUST-54773,4567.80,EUR,Captured,IN,MasterCard,2024-01-02T01:18:24Z
TXN-0001249,CUST-90126,695.52,BRL,Voided,US,Wallet,2024-01-02T01:19:37Z
TXN-0001250,CUST-7776,1128.45,JPY,Captured,AU,Amex,2024-01-02T01:20:50Z
TXN-0001251,CUST-21480,4260.02,AUD,Declined,UK,Visa,2024-01-02T01:22:03Z
TXN-0001252,CUST-31416,3402.67,INR,Voided,BR,Visa,2024-01-02T01:23:16Z
TXN-0001253,CUST-48690,2181.99,GBP,Voided,BR,Amex,2024-01-02T01:24:29Z
TXN-0001254,CUST-74758,2998.40,CAD,Authorized,BR,Amex,2024-01-02T01:25:42Z
TXN-0001255,CUST-2174,1689.57,AUD,Refunded,US,SEPA,2024-01-02T01:26:55Z
TXN-0001256,CUST-6937,4578.46,BRL,Authorized,EU,UPI,2024-01-02T01:28:08Z
TXN-0001257,CUST-43191,1165.09,BRL,Authorized,BR,SEPA,2024-01-02T01:29:21Z
TXN-0001258,CUST-77028,1543.41,CAD,Declined,IN,UPI,2024-01-02T01:30:34Z
TXN-0001259,CUST-10866,2067.96,CAD,Captured,AU,Wallet,2024-01-02T01:31:47Z
TXN-0001260,CUST-32270,1109.70,JPY,Refunded,US,UPI,2024-01-02T01:33:00Z
TXN-0001261,CUST-36870,1433.52,USD,Voided,AU,GiftCard,2024-01-02T01:34:13Z
TXN-0001262,CUST-89311,3939.54,AUD,Voided,UK,Amex,2024-01-02T01:35:26Z
TXN-0001263,CUST-62748,2272.67,INR,Declined,US,MasterCard,2024-01-02T01:36:39Z
TXN-0001264,CUST-62080,4736.55,CAD,Captured,US,SEPA,2024-01-02T01:37:52Z
TXN-0001265,CUST-24034,1156.44,CAD,Voided,EU,BankTransfer,2024-01-02T01:39:05Z
TXN-0001266,CUST-1819,2910.74,CAD,Declined,EU,BankTransfer,2024-01-02T01:40:18Z
TXN-0001267,CUST-44288,4543.03,CAD,Refunded,JP,Amex,2024-01-02T01:41:31Z
TXN-0001268,CUST-4032,2948.12,EUR,Declined,CA,Wallet,2024-01-02T01:42:44Z
TXN-0001269,CUST-66781,521.21,CAD,Captured,AU,GiftCard,2024-01-02T01:43:57Z
TXN-0001270,CUST-44421,1268.86,USD,Authorized,UK,BankTransfer,2024-01-02T01:45:10Z
TXN-0001271,CUST-10553,2888.62,AUD,Voided,UK,Visa,2024-01-02T01:46:23Z
TXN-0001272,CUST-46389,2083.07,INR,Refunded,US,BankTransfer,2024-01-02T01:47:36Z
TXN-0001273,CUST-7467,2909.82,JPY,Voided,BR,MasterCard,2024-01-02T01:48:49Z
TXN-0001274,CUST-78896,4600.69,EUR,Voided,UK,BankTransfer,2024-01-02T01:50:02Z
TXN-0001275,CUST-13854,719.59,EUR,Declined,BR,Wallet,2024-01-02T01:51:15Z
TXN-0001276,CUST-24413,4632.10,INR,Voided,CA,SEPA,2024-01-02T01:52:28Z
TXN-0001277,CUST-88788,3901.86,INR,Declined,IN,MasterCard,2024-01-02T01:53:41Z
TXN-0001278,CUST-4225,2713.77,USD,Captured,BR,BankTransfer,2024-01-02T01:54:54Z
TXN-0001279,CUST-25257,2042.60,INR,Declined,IN,Visa,2024-01-02T01:56:07Z
TXN-0001280,CUST-90418,463.73,GBP,Captured,UK,SEPA,2024-01-02T01:57:20Z
TXN-0001281,CUST-78650,4308.36,GBP,Authorized,US,BankTransfer,2024-01-02T01:58:33Z
TXN-0001282,CUST-42940,94.58,AUD,Refunded,IN,Wallet,2024-01-02T01:59:46Z
TXN-0001283,CUST-78065,531.12,BRL,Captured,EU,Wallet,2024-01-02T02:00:59Z
TXN-0001284,CUST-15111,1152.61,EUR,Declined,EU,BankTransfer,2024-01-02T02:02:12Z
TXN-0001285,CUST-57999,1580.65,BRL,Captured,AU,SEPA,2024-01-02T02:03:25Z
TXN-0001286,CUST-92788,789.19,AUD,Declined,JP,MasterCard,2024-01-02T02:04:38Z
TXN-0001287,CUST-90063,3136.61,BRL,Voided,BR,MasterCard,2024-01-02T02:05:51Z
TXN-0001288,CUST-10604,3731.69,CAD,Captured,EU,UPI,2024-01-02T02:07:04Z
TXN-0001289,CUST-62949,4883.33,AUD,Captured,AU,SEPA,2024-01-02T02:08:17Z
TXN-0001290,CUST-25391,4648.65,INR,Voided,EU,Amex,2024-01-02T02:09:30Z
TXN-0001291,CUST-44064,1863.55,JPY,Captured,BR,UPI,2024-01-02T02:10:43Z
TXN-0001292,CUST-67002,4694.21,AUD,Voided,JP,Wallet,2024-01-02T02:11:56Z
TXN-0001293,CUST-30855,1728.92,CAD,Authorized,EU,GiftCard,2024-01-02T02:13:09Z
TXN-0001294,CUST-16445,2383.48,BRL,Declined,US,UPI,2024-01-02T02:14:22Z
TXN-0001295,CUST-10348,2899.08,AUD,Captured,US,Amex,2024-01-02T02:15:35Z
TXN-0001296,CUST-27513,3778.85,CAD,Declined,CA,Wallet,2024-01-02T02:16:48Z
TXN-0001297,CUST-47898,3247.91,JPY,Voided,UK,Wallet,2024-01-02T02:18:01Z
TXN-0001298,CUST-1527,4707.40,CAD,Voided,US,Visa,2024-01-02T02:19:14Z
TXN-0001299,CUST-88297,1496.61,EUR,Authorized,AU,UPI,2024-01-02T02:20:27Z
TXN-0001300,CUST-98793,2193.11,USD,Voided,BR,Amex,2024-01-02T02:21:40Z
TXN-0001301,CUST-78053,178.21,BRL,Refunded,UK,SEPA,2024-01-02T02:22:53Z
TXN-0001302,CUST-3593,1438.57,CAD,Authorized,EU,MasterCard,2024-01-02T02:24:06Z
TXN-0001303,CUST-58908,4074.09,USD,Voided,AU,MasterCard,2024-01-02T02:25:19Z
TXN-0001304,CUST-96132,2398.85,EUR,Authorized,UK,Visa,2024-01-02T02:26:32Z
TXN-0001305,CUST-52047,466.07,JPY,Declined,IN,MasterCard,2024-01-02T02:27:45Z
TXN-0001306,CUST-90951,1626.05,USD,Voided,AU,Amex,2024-01-02T02:28:58Z
TXN-0001307,CUST-70397,3872.96,USD,Authorized,JP,Wallet,2024-01-02T02:30:11Z
TXN-0001308,CUST-30657,872.79,CAD,Declined,US,BankTransfer,2024-01-02T02:31:24Z
TXN-0001309,CUST-58003,3327.00,BRL,Captured,UK,Visa,2024-01-02T02:32:37Z
TXN-0001310,CUST-27541,1684.15,AUD,Captured,BR,Wallet,2024-01-02T02:33:50Z
TXN-0001311,CUST-41536,207.19,CAD,Declined,IN,UPI,2024-01-02T02:35:03Z
TXN-0001312,CUST-75318,1925.67,EUR,Authorized,EU,GiftCard,2024-01-02T02:36:16Z
TXN-0001313,CUST-71960,618.34,USD,Authorized,US,Wallet,2024-01-02T02:37:29Z
TXN-0001314,CUST-5816,3610.59,JPY,Voided,AU,UPI,2024-01-02T02:38:42Z
TXN-0001315,CUST-32337,1346.32,GBP,Refunded,BR,Amex,2024-01-02T02:39:55Z
TXN-0001316,CUST-59804,1322.37,BRL,Authorized,UK,Wallet,2024-01-02T02:41:08Z
TXN-0001317,CUST-71789,1138.67,INR,Voided,CA,Visa,2024-01-02T02:42:21Z
TXN-0001318,CUST-97181,4902.51,GBP,Authorized,EU,Wallet,2024-01-02T02:43:34Z
TXN-0001319,CUST-97276,3290.85,GBP,Authorized,JP,SEPA,2024-01-02T02:44:47Z
TXN-0001320,CUST-22012,32.57,INR,Refunded,AU,Wallet,2024-01-02T02:46:00Z
TXN-0001321,CUST-64396,14.34,INR,Captured,CA,Amex,2024-01-02T02:47:13Z
TXN-0001322,CUST-55328,1317.63,CAD,Refunded,JP,Visa,2024-01-02T02:48:26Z
TXN-0001323,CUST-67222,4186.70,BRL,Authorized,IN,MasterCard,2024-01-02T02:49:39Z
TXN-0001324,CUST-62835,2287.22,JPY,Declined,JP,MasterCard,2024-01-02T02:50:52Z
TXN-0001325,CUST-66675,2268.64,EUR,Authorized,CA,Amex,2024-01-02T02:52:05Z
TXN-0001326,CUST-82034,2707.02,JPY,Voided,AU,MasterCard,2024-01-02T02:53:18Z
TXN-0001327,CUST-87231,82.68,INR,Authorized,EU,Amex,2024-01-02T02:54:31Z
TXN-0001328,CUST-59238,1732.57,JPY,Voided,AU,GiftCard,2024-01-02T02:55:44Z
TXN-0001329,CUST-26857,1301.86,EUR,Declined,IN,GiftCard,2024-01-02T02:56:57Z
TXN-0001330,CUST-51033,2055.81,AUD,Voided,JP,Amex,2024-01-02T02:58:10Z
TXN-0001331,CUST-18826,4319.70,GBP,Captured,IN,SEPA,2024-01-02T02:59:23Z
TXN-0001332,CUST-71082,4763.86,JPY,Captured,JP,Amex,2024-01-02T03:00:36Z
TXN-0001333,CUST-52212,386.82,CAD,Refunded,EU,Wallet,2024-01-02T03:01:49Z
TXN-0001334,CUST-9356,2958.67,USD,Authorized,EU,MasterCard,2024-01-02T03:03:02Z
TXN-0001335,CUST-14766,3864.39,JPY,Voided,AU,BankTransfer,2024-01-02T03:04:15Z
TXN-0001336,CUST-50042,4731.79,AUD,Voided,AU,Amex,2024-01-02T03:05:28Z
TXN-0001337,CUST-90332,2694.23,USD,Refunded,IN,Wallet,2024-01-02T03:06:41Z
TXN-0001338,CUST-22554,2843.34,BRL,Captured,AU,SEPA,2024-01-02T03:07:54Z
TXN-0001339,CUST-29986,3679.00,EUR,Declined,AU,UPI,2024-01-02T03:09:07Z
TXN-0001340,CUST-93625,1343.17,INR,Declined,UK,SEPA,2024-01-02T03:10:20Z
TXN-0001341,CUST-92236,4702.30,BRL,Declined,CA,Visa,2024-01-02T03:11:33Z
TXN-0001342,CUST-86659,2351.77,INR,Refunded,EU,SEPA,2024-01-02T03:12:46Z
TXN-0001343,CUST-64439,376.60,GBP,Declined,BR,BankTransfer,2024-01-02T03:13:59Z
TXN-0001344,CUST-63657,2501.42,CAD,Declined,JP,SEPA,2024-01-02T03:15:12Z
TXN-0001345,CUST-3412,3130.71,EUR,Refunded,UK,Amex,2024-01-02T03:16:25Z
TXN-0001346,CUST-47105,3895.42,CAD,Declined,BR,Visa,2024-01-02T03:17:38Z
TXN-0001347,CUST-20548,665.09,JPY,Refunded,IN,UPI,2024-01-02T03:18:51Z
TXN-0001348,CUST-44363,1928.05,BRL,Voided,US,Wallet,2024-01-02T03:20:04Z
TXN-0001349,CUST-44831,3450.97,GBP,Voided,EU,GiftCard,2024-01-02T03:21:17Z
TXN-0001350,CUST-49988,2083.63,BRL,Refunded,AU,BankTransfer,2024-01-02T03:22:30Z
TXN-0001351,CUST-27468,1379.43,JPY,Captured,BR,GiftCard,2024-01-02T03:23:43Z
TXN-0001352,CUST-24354,2435.70,EUR,Captured,BR,MasterCard,2024-01-02T03:24:56Z
TXN-0001353,CUST-55307,2528.62,INR,Authorized,EU,MasterCard,2024-01-02T03:26:09Z
TXN-0001354,CUST-47793,2462.04,JPY,Declined,EU,SEPA,2024-01-02T03:27:22Z
TXN-0001355,CUST-49297,1290.51,GBP,Declined,JP,Visa,2024-01-02T03:28:35Z
TXN-0001356,CUST-22499,3491.70,JPY,Voided,BR,Amex,2024-01-02T03:29:48Z
TXN-0001357,CUST-30425,2402.52,BRL,Authorized,EU,UPI,2024-01-02T03:31:01Z
TXN-0001358,CUST-35530,3613.63,JPY,Voided,UK,MasterCard,2024-01-02T03:32:14Z
TXN-0001359,CUST-39194,2973.84,USD,Refunded,JP,Wallet,2024-01-02T03:33:27Z
TXN-0001360,CUST-85470,686.84,BRL,Captured,BR,Visa,2024-01-02T03:34:40Z
TXN-0001361,CUST-19467,1048.96,CAD,Refunded,UK,Visa,2024-01-02T03:35:53Z
TXN-0001362,CUST-42601,4924.56,EUR,Captured,AU,GiftCard,2024-01-02T03:37:06Z
TXN-0001363,CUST-59974,782.39,EUR,Captured,IN,Wallet,2024-01-02T03:38:19Z
TXN-0001364,CUST-60088,836.72,CAD,Declined,CA,UPI,2024-01-02T03:39:32Z
TXN-0001365,CUST-24793,931.82,INR,Declined,US,SEPA,2024-01-02T03:40:45Z
TXN-0001366,CUST-13450,327.92,EUR,Declined,JP,Wallet,2024-01-02T03:41:58Z
TXN-0001367,CUST-98039,4387.59,JPY,Captured,US,BankTransfer,2024-01-02T03:43:11Z
TXN-0001368,CUST-12305,3263.80,AUD,Voided,CA,MasterCard,2024-01-02T03:44:24Z
TXN-0001369,CUST-94946,3487.80,GBP,Voided,EU,SEPA,2024-01-02T03:45:37Z
TXN-0001370,CUST-77002,3732.10,CAD,Authorized,CA,MasterCard,2024-01-02T03:46:50Z
