txn_id,timestamp,feature,merchant,instrument,amount_inr,status,customer_id,description
AP00000665,2026-05-11T03:32:18Z,Merchant Settlements,BigBasket,AMAZON_PAY_WALLET,858.9,REFUNDED,CUST302503,Amazon Pay - Merchant Settlements via BigBasket
AP00000666,2026-05-16T15:17:30Z,Refund Processing,BigBasket,NETBANKING,8400.05,REFUNDED,CUST906039,Amazon Pay - Refund Processing via BigBasket
AP00000667,2026-05-06T07:04:22Z,Transaction History,Jio,AMAZON_PAY_WALLET,5923.16,REFUNDED,CUST251678,Amazon Pay - Transaction History via Jio
AP00000668,2026-04-11T11:45:44Z,KYC Verification,Bescom,AMAZON_PAY_UPI,1013.29,REFUNDED,CUST869708,Amazon Pay - KYC Verification via Bescom
AP00000669,2026-05-01T01:54:50Z,Fraud Detection,Bescom,AMAZON_PAY_WALLET,8643.9,REFUNDED,CUST700385,Amazon Pay - Fraud Detection via Bescom
AP00000670,2026-04-14T19:19:10Z,PIN & Biometric Authentication,Airtel,CARD_TOKEN,6302.6,REVERSED,CUST811339,Amazon Pay - PIN & Biometric Authentication via Airtel
AP00000671,2026-04-26T10:37:36Z,Strong Customer Authentication,MakeMyTrip,AMAZON_PAY_UPI,6268.47,PENDING,CUST810779,Amazon Pay - Strong Customer Authentication via MakeMyTrip
AP00000672,2026-02-10T03:08:57Z,Multi-Currency Support,Cleartrip,CARD_TOKEN,5497.85,PENDING,CUST522077,Amazon Pay - Multi-Currency Support via Cleartrip
AP00000673,2026-04-09T11:33:57Z,Cross-Border Payments,Swiggy,EMI,8066.66,FAILED,CUST562226,Amazon Pay - Cross-Border Payments via Swiggy
AP00000674,2026-04-04T10:16:24Z,QR Code Payments,Swiggy,CARD_TOKEN,5323.84,REVERSED,CUST440891,Amazon Pay - QR Code Payments via Swiggy
AP00000675,2026-01-12T12:04:23Z,NFC Tap-to-Pay,EatSure,EMI,7860.98,REVERSED,CUST373261,Amazon Pay - NFC Tap-to-Pay via EatSure
AP00000676,2026-04-06T22:24:01Z,Voice Payments,MakeMyTrip,AMAZON_PAY_UPI,8912.88,FAILED,CUST401926,Amazon Pay - Voice Payments via MakeMyTrip
AP00000677,2026-02-05T09:14:14Z,Smart Connect Express Checkout,Zomato,AMAZON_PAY_WALLET,604.12,PENDING,CUST944708,Amazon Pay - Smart Connect Express Checkout via Zomato
AP00000678,2026-01-05T17:35:59Z,Saved Payment Instruments,Bookmyshow,NETBANKING,1228.65,FAILED,CUST855118,Amazon Pay - Saved Payment Instruments via Bookmyshow
AP00000679,2026-04-28T23:24:27Z,Shipping Address Book,Zomato,AMAZON_PAY_WALLET,8376.06,REFUNDED,CUST141802,Amazon Pay - Shipping Address Book via Zomato
AP00000680,2026-01-03T01:10:07Z,Order Tracking Integration,Zomato,AMAZON_PAY_WALLET,1271.79,REVERSED,CUST416351,Amazon Pay - Order Tracking Integration via Zomato
AP00000681,2026-02-04T14:10:06Z,Loyalty Program Integration,Bookmyshow,AMAZON_PAY_UPI,7085.08,FAILED,CUST760709,Amazon Pay - Loyalty Program Integration via Bookmyshow
AP00000682,2026-03-04T13:20:25Z,Charity Donations,BigBasket,AMAZON_PAY_WALLET,3585.25,REVERSED,CUST307651,Amazon Pay - Charity Donations via BigBasket
AP00000683,2026-02-06T05:57:09Z,Tax Invoice Download,BWSSB,CARD_TOKEN,2333.89,REFUNDED,CUST125658,Amazon Pay - Tax Invoice Download via BWSSB
AP00000684,2026-01-26T14:35:50Z,Customer Support Chat,Tata Power,AMAZON_PAY_UPI,5306.29,REFUNDED,CUST813772,Amazon Pay - Customer Support Chat via Tata Power
AP00000685,2026-05-21T10:42:25Z,Dispute Resolution,Domino's,AMAZON_PAY_UPI,4395.1,REFUNDED,CUST124131,Amazon Pay - Dispute Resolution via Domino's
AP00000686,2026-05-05T15:11:44Z,Subscription AutoPay,Jio,AMAZON_PAY_WALLET,9148.29,SUCCESS,CUST688059,Amazon Pay - Subscription AutoPay via Jio
AP00000687,2026-05-01T11:26:45Z,Split Bills,Bescom,AMAZON_PAY_WALLET,5007.61,SUCCESS,CUST924147,Amazon Pay - Split Bills via Bescom
AP00000688,2026-03-16T18:59:39Z,Invoice / Request Money,Practo,EMI,7285.81,REFUNDED,CUST528642,Amazon Pay - Invoice / Request Money via Practo
AP00000689,2026-05-27T00:37:44Z,Merchant Onboarding,BigBasket,CARD_TOKEN,1916.53,REFUNDED,CUST321206,Amazon Pay - Merchant Onboarding via BigBasket
AP00000690,2026-03-06T18:54:34Z,Risk-Based Step-Up,Vodafone,CARD_TOKEN,2630.01,REVERSED,CUST740558,Amazon Pay - Risk-Based Step-Up via Vodafone
AP00000691,2026-01-05T13:48:05Z,Device Binding,Airtel,CARD_TOKEN,4924.99,SUCCESS,CUST968895,Amazon Pay - Device Binding via Airtel
AP00000692,2026-01-03T18:49:08Z,Velocity Controls,Domino's,NETBANKING,5868.77,FAILED,CUST548037,Amazon Pay - Velocity Controls via Domino's
AP00000693,2026-04-15T23:51:16Z,Refund SLA Tracking,Tata 1mg,NETBANKING,8765.48,FAILED,CUST735591,Amazon Pay - Refund SLA Tracking via Tata 1mg
AP00000694,2026-03-07T02:41:16Z,Reconciliation Reports,Zomato,NETBANKING,984.7,FAILED,CUST617845,Amazon Pay - Reconciliation Reports via Zomato
AP00000695,2026-05-14T18:44:51Z,Webhooks & Events,Indigo,CARD_TOKEN,9199.32,PENDING,CUST625147,Amazon Pay - Webhooks & Events via Indigo
AP00000696,2026-04-04T01:47:53Z,API Rate Limits,Indigo,NETBANKING,4018.15,FAILED,CUST831244,Amazon Pay - API Rate Limits via Indigo
AP00000697,2026-02-12T20:54:24Z,Sandbox Environment,Uber,CARD_TOKEN,6022.59,SUCCESS,CUST667224,Amazon Pay - Sandbox Environment via Uber
AP00000698,2026-01-03T02:54:50Z,Compliance Reporting,Cleartrip,CARD_TOKEN,342.24,REVERSED,CUST601126,Amazon Pay - Compliance Reporting via Cleartrip
AP00000699,2026-01-24T09:21:53Z,PCI-DSS Tokenization,Bookmyshow,AMAZON_PAY_WALLET,6010.73,REFUNDED,CUST853607,Amazon Pay - PCI-DSS Tokenization via Bookmyshow
AP00000700,2026-01-21T05:53:32Z,One-Click Checkout,EatSure,AMAZON_PAY_WALLET,6455.01,PENDING,CUST894630,Amazon Pay - One-Click Checkout via EatSure
AP00000701,2026-04-28T07:16:16Z,Buy Now Pay Later,Indigo,CARD_TOKEN,1646.14,PENDING,CUST333964,Amazon Pay - Buy Now Pay Later via Indigo
AP00000702,2026-03-25T02:40:24Z,UPI Payments,Bookmyshow,AMAZON_PAY_WALLET,9064.4,PENDING,CUST742633,Amazon Pay - UPI Payments via Bookmyshow
AP00000703,2026-04-26T10:43:03Z,Recurring Payments,MakeMyTrip,EMI,2130.09,REFUNDED,CUST536549,Amazon Pay - Recurring Payments via MakeMyTrip
AP00000704,2026-02-09T05:33:43Z,Amazon Pay Wallet,Bescom,AMAZON_PAY_WALLET,4813.42,REFUNDED,CUST655768,Amazon Pay - Amazon Pay Wallet via Bescom
AP00000705,2026-02-16T15:31:59Z,Send Money to Contacts,Tata 1mg,EMI,4056.98,FAILED,CUST275893,Amazon Pay - Send Money to Contacts via Tata 1mg
AP00000706,2026-05-11T05:21:56Z,Bill Payments,Indigo,EMI,998.02,FAILED,CUST621650,Amazon Pay - Bill Payments via Indigo
AP00000707,2026-04-19T09:21:24Z,Mobile Recharge,Tata 1mg,CARD_TOKEN,9597.22,REFUNDED,CUST247155,Amazon Pay - Mobile Recharge via Tata 1mg
AP00000708,2026-03-07T14:07:18Z,DTH Recharge,Domino's,EMI,3145.1,PENDING,CUST130056,Amazon Pay - DTH Recharge via Domino's
AP00000709,2026-03-16T20:12:34Z,Insurance Premium Payments,ACT Fibernet,CARD_TOKEN,7781.18,REVERSED,CUST818758,Amazon Pay - Insurance Premium Payments via ACT Fibernet
AP00000710,2026-03-23T07:45:37Z,Credit Card Bill Payments,BigBasket,CARD_TOKEN,6051.49,PENDING,CUST414867,Amazon Pay - Credit Card Bill Payments via BigBasket
AP00000711,2026-02-17T16:42:07Z,EMI Auto-Debit,Zomato,NETBANKING,2104.05,SUCCESS,CUST174359,Amazon Pay - EMI Auto-Debit via Zomato
AP00000712,2026-05-23T21:00:17Z,Rewards & Cashback,Cleartrip,AMAZON_PAY_UPI,9266.52,FAILED,CUST302544,Amazon Pay - Rewards & Cashback via Cleartrip
AP00000713,2026-05-23T00:32:26Z,Coupons & Promo Codes,Bookmyshow,NETBANKING,9689.99,SUCCESS,CUST428204,Amazon Pay - Coupons & Promo Codes via Bookmyshow
AP00000714,2026-05-07T05:57:53Z,Gift Cards,Tata Power,EMI,8244.36,REVERSED,CUST113703,Amazon Pay - Gift Cards via Tata Power
AP00000715,2026-05-24T16:20:43Z,Merchant Settlements,Cleartrip,AMAZON_PAY_UPI,9320.47,PENDING,CUST380443,Amazon Pay - Merchant Settlements via Cleartrip
AP00000716,2026-04-04T23:57:17Z,Refund Processing,Bescom,NETBANKING,682.07,SUCCESS,CUST970749,Amazon Pay - Refund Processing via Bescom
AP00000717,2026-01-01T01:27:39Z,Transaction History,Jio,AMAZON_PAY_WALLET,3648.26,REFUNDED,CUST793972,Amazon Pay - Transaction History via Jio
AP00000718,2026-05-05T11:58:57Z,KYC Verification,MakeMyTrip,NETBANKING,3723.89,PENDING,CUST483227,Amazon Pay - KYC Verification via MakeMyTrip
AP00000719,2026-02-05T03:37:50Z,Fraud Detection,Tata Power,CARD_TOKEN,1425.08,REVERSED,CUST265848,Amazon Pay - Fraud Detection via Tata Power
AP00000720,2026-01-18T15:26:29Z,PIN & Biometric Authentication,Tata 1mg,AMAZON_PAY_WALLET,5032.49,FAILED,CUST702337,Amazon Pay - PIN & Biometric Authentication via Tata 1mg
AP00000721,2026-02-25T00:15:57Z,Strong Customer Authentication,MakeMyTrip,AMAZON_PAY_UPI,2369.18,SUCCESS,CUST247300,Amazon Pay - Strong Customer Authentication via MakeMyTrip
AP00000722,2026-04-14T10:30:48Z,Multi-Currency Support,Tata Power,AMAZON_PAY_WALLET,8349.14,SUCCESS,CUST717585,Amazon Pay - Multi-Currency Support via Tata Power
AP00000723,2026-02-02T19:59:11Z,Cross-Border Payments,Bookmyshow,AMAZON_PAY_WALLET,4531.28,SUCCESS,CUST627529,Amazon Pay - Cross-Border Payments via Bookmyshow
AP00000724,2026-01-11T20:05:27Z,QR Code Payments,Practo,AMAZON_PAY_UPI,830.76,FAILED,CUST447745,Amazon Pay - QR Code Payments via Practo
AP00000725,2026-02-22T04:11:19Z,NFC Tap-to-Pay,RedBus,AMAZON_PAY_UPI,7791.23,REVERSED,CUST568609,Amazon Pay - NFC Tap-to-Pay via RedBus
AP00000726,2026-02-19T01:31:07Z,Voice Payments,BWSSB,CARD_TOKEN,7064.27,SUCCESS,CUST549673,Amazon Pay - Voice Payments via BWSSB
AP00000727,2026-01-04T16:47:47Z,Smart Connect Express Checkout,BigBasket,AMAZON_PAY_UPI,5073.36,FAILED,CUST451634,Amazon Pay - Smart Connect Express Checkout via BigBasket
AP00000728,2026-02-14T08:42:29Z,Saved Payment Instruments,Practo,EMI,1689.09,REFUNDED,CUST802121,Amazon Pay - Saved Payment Instruments via Practo
AP00000729,2026-04-04T06:26:05Z,Shipping Address Book,Zomato,AMAZON_PAY_WALLET,45.65,REFUNDED,CUST333544,Amazon Pay - Shipping Address Book via Zomato
AP00000730,2026-03-08T01:25:26Z,Order Tracking Integration,MakeMyTrip,CARD_TOKEN,3356.0,FAILED,CUST379146,Amazon Pay - Order Tracking Integration via MakeMyTrip
AP00000731,2026-05-07T08:58:40Z,Loyalty Program Integration,BWSSB,AMAZON_PAY_UPI,857.39,PENDING,CUST159614,Amazon Pay - Loyalty Program Integration via BWSSB
AP00000732,2026-02-04T21:59:31Z,Charity Donations,Tata 1mg,NETBANKING,6806.99,REVERSED,CUST365281,Amazon Pay - Charity Donations via Tata 1mg
AP00000733,2026-04-05T04:04:30Z,Tax Invoice Download,Domino's,NETBANKING,643.93,FAILED,CUST717942,Amazon Pay - Tax Invoice Download via Domino's
AP00000734,2026-01-26T22:50:51Z,Customer Support Chat,BWSSB,AMAZON_PAY_WALLET,6977.0,SUCCESS,CUST706225,Amazon Pay - Customer Support Chat via BWSSB
AP00000735,2026-05-24T08:22:10Z,Dispute Resolution,Zomato,AMAZON_PAY_UPI,2407.6,FAILED,CUST331732,Amazon Pay - Dispute Resolution via Zomato
AP00000736,2026-04-06T00:08:05Z,Subscription AutoPay,Tata Power,NETBANKING,1626.22,FAILED,CUST559046,Amazon Pay - Subscription AutoPay via Tata Power
AP00000737,2026-03-23T03:07:51Z,Split Bills,MakeMyTrip,NETBANKING,6370.31,PENDING,CUST262924,Amazon Pay - Split Bills via MakeMyTrip
AP00000738,2026-03-03T09:37:20Z,Invoice / Request Money,Bescom,AMAZON_PAY_UPI,46.19,PENDING,CUST144375,Amazon Pay - Invoice / Request Money via Bescom
AP00000739,2026-05-18T06:19:33Z,Merchant Onboarding,MakeMyTrip,EMI,9692.83,REFUNDED,CUST775390,Amazon Pay - Merchant Onboarding via MakeMyTrip
AP00000740,2026-05-18T18:14:39Z,Risk-Based Step-Up,Practo,NETBANKING,1272.33,FAILED,CUST471964,Amazon Pay - Risk-Based Step-Up via Practo
AP00000741,2026-04-22T19:11:02Z,Device Binding,Indigo,EMI,5043.36,PENDING,CUST539123,Amazon Pay - Device Binding via Indigo
AP00000742,2026-04-25T11:33:30Z,Velocity Controls,MakeMyTrip,CARD_TOKEN,1197.71,FAILED,CUST758904,Amazon Pay - Velocity Controls via MakeMyTrip
AP00000743,2026-03-13T22:02:52Z,Refund SLA Tracking,Cleartrip,EMI,3757.62,REVERSED,CUST404503,Amazon Pay - Refund SLA Tracking via Cleartrip
AP00000744,2026-04-28T11:45:19Z,Reconciliation Reports,Indigo,NETBANKING,7313.09,FAILED,CUST323260,Amazon Pay - Reconciliation Reports via Indigo
AP00000745,2026-02-27T07:50:27Z,Webhooks & Events,ACT Fibernet,CARD_TOKEN,7548.83,SUCCESS,CUST868991,Amazon Pay - Webhooks & Events via ACT Fibernet
AP00000746,2026-03-12T13:02:27Z,API Rate Limits,Indigo,CARD_TOKEN,2734.92,SUCCESS,CUST163827,Amazon Pay - API Rate Limits via Indigo
AP00000747,2026-03-11T15:06:46Z,Sandbox Environment,EatSure,EMI,8045.26,FAILED,CUST340441,Amazon Pay - Sandbox Environment via EatSure
AP00000748,2026-04-02T22:08:57Z,Compliance Reporting,BigBasket,NETBANKING,3698.57,SUCCESS,CUST382967,Amazon Pay - Compliance Reporting via BigBasket
AP00000749,2026-03-05T20:11:45Z,PCI-DSS Tokenization,Vodafone,NETBANKING,2892.55,REFUNDED,CUST262933,Amazon Pay - PCI-DSS Tokenization via Vodafone
AP00000750,2026-02-11T01:54:11Z,One-Click Checkout,BigBasket,CARD_TOKEN,616.0,FAILED,CUST807440,Amazon Pay - One-Click Checkout via BigBasket
AP00000751,2026-03-17T03:07:57Z,Buy Now Pay Later,Bookmyshow,NETBANKING,1930.9,REFUNDED,CUST910271,Amazon Pay - Buy Now Pay Later via Bookmyshow
AP00000752,2026-03-01T12:24:11Z,UPI Payments,Indigo,NETBANKING,3980.41,REVERSED,CUST724190,Amazon Pay - UPI Payments via Indigo
AP00000753,2026-03-05T21:02:39Z,Recurring Payments,Bescom,AMAZON_PAY_UPI,1149.44,FAILED,CUST436661,Amazon Pay - Recurring Payments via Bescom
AP00000754,2026-05-08T09:06:12Z,Amazon Pay Wallet,Practo,AMAZON_PAY_WALLET,5797.72,SUCCESS,CUST700532,Amazon Pay - Amazon Pay Wallet via Practo
AP00000755,2026-03-04T01:36:20Z,Send Money to Contacts,Cleartrip,AMAZON_PAY_WALLET,5863.51,REFUNDED,CUST702560,Amazon Pay - Send Money to Contacts via Cleartrip
AP00000756,2026-02-07T14:19:26Z,Bill Payments,Jio,EMI,5104.72,SUCCESS,CUST228284,Amazon Pay - Bill Payments via Jio
AP00000757,2026-02-21T13:15:21Z,Mobile Recharge,Tata Power,AMAZON_PAY_UPI,1168.76,PENDING,CUST518847,Amazon Pay - Mobile Recharge via Tata Power
AP00000758,2026-05-26T09:17:30Z,DTH Recharge,Domino's,AMAZON_PAY_WALLET,6339.82,REFUNDED,CUST644929,Amazon Pay - DTH Recharge via Domino's
AP00000759,2026-04-08T19:39:11Z,Insurance Premium Payments,Airtel,NETBANKING,553.19,SUCCESS,CUST498791,Amazon Pay - Insurance Premium Payments via Airtel
AP00000760,2026-01-09T23:28:56Z,Credit Card Bill Payments,EatSure,NETBANKING,9561.94,REVERSED,CUST267566,Amazon Pay - Credit Card Bill Payments via EatSure
AP00000761,2026-01-03T02:57:05Z,EMI Auto-Debit,Zomato,CARD_TOKEN,8712.27,REFUNDED,CUST826827,Amazon Pay - EMI Auto-Debit via Zomato
AP00000762,2026-04-10T22:22:33Z,Rewards & Cashback,BigBasket,CARD_TOKEN,4331.13,SUCCESS,CUST632455,Amazon Pay - Rewards & Cashback via BigBasket
AP00000763,2026-01-12T09:55:34Z,Coupons & Promo Codes,Tata Power,AMAZON_PAY_WALLET,5110.39,SUCCESS,CUST617696,Amazon Pay - Coupons & Promo Codes via Tata Power
AP00000764,2026-05-20T17:36:17Z,Gift Cards,Practo,AMAZON_PAY_WALLET,3583.81,REFUNDED,CUST451775,Amazon Pay - Gift Cards via Practo
AP00000765,2026-01-12T21:34:41Z,Merchant Settlements,RedBus,AMAZON_PAY_UPI,9551.72,REVERSED,CUST487327,Amazon Pay - Merchant Settlements via RedBus
AP00000766,2026-03-06T13:01:57Z,Refund Processing,Vodafone,AMAZON_PAY_WALLET,6742.54,FAILED,CUST219471,Amazon Pay - Refund Processing via Vodafone
AP00000767,2026-02-22T17:28:23Z,Transaction History,Tata Power,AMAZON_PAY_WALLET,46.62,REFUNDED,CUST794661,Amazon Pay - Transaction History via Tata Power
AP00000768,2026-04-06T11:52:46Z,KYC Verification,Bescom,CARD_TOKEN,1731.19,PENDING,CUST838717,Amazon Pay - KYC Verification via Bescom
AP00000769,2026-04-22T01:31:34Z,Fraud Detection,Bookmyshow,AMAZON_PAY_UPI,2204.69,REFUNDED,CUST436320,Amazon Pay - Fraud Detection via Bookmyshow
AP00000770,2026-02-23T05:16:51Z,PIN & Biometric Authentication,Airtel,AMAZON_PAY_WALLET,1738.01,REVERSED,CUST776583,Amazon Pay - PIN & Biometric Authentication via Airtel
AP00000771,2026-05-28T10:18:35Z,Strong Customer Authentication,Jio,AMAZON_PAY_WALLET,7705.64,REVERSED,CUST790652,Amazon Pay - Strong Customer Authentication via Jio
AP00000772,2026-02-09T09:19:43Z,Multi-Currency Support,MakeMyTrip,AMAZON_PAY_WALLET,7329.07,REFUNDED,CUST216673,Amazon Pay - Multi-Currency Support via MakeMyTrip
AP00000773,2026-02-22T14:47:53Z,Cross-Border Payments,Practo,EMI,7876.35,REVERSED,CUST699232,Amazon Pay - Cross-Border Payments via Practo
AP00000774,2026-04-15T17:10:52Z,QR Code Payments,Vodafone,EMI,7532.95,PENDING,CUST481697,Amazon Pay - QR Code Payments via Vodafone
AP00000775,2026-05-23T16:46:09Z,NFC Tap-to-Pay,Bookmyshow,AMAZON_PAY_UPI,6121.84,SUCCESS,CUST134806,Amazon Pay - NFC Tap-to-Pay via Bookmyshow
AP00000776,2026-01-01T19:56:14Z,Voice Payments,Indigo,AMAZON_PAY_UPI,9057.15,PENDING,CUST646008,Amazon Pay - Voice Payments via Indigo
AP00000777,2026-02-11T20:21:38Z,Smart Connect Express Checkout,ACT Fibernet,AMAZON_PAY_UPI,5331.5,REFUNDED,CUST291336,Amazon Pay - Smart Connect Express Checkout via ACT Fibernet
AP00000778,2026-01-20T23:07:03Z,Saved Payment Instruments,Swiggy,AMAZON_PAY_WALLET,3733.1,FAILED,CUST175648,Amazon Pay - Saved Payment Instruments via Swiggy
AP00000779,2026-01-28T06:28:38Z,Shipping Address Book,BigBasket,CARD_TOKEN,3013.74,FAILED,CUST870163,Amazon Pay - Shipping Address Book via BigBasket
AP00000780,2026-03-08T09:05:59Z,Order Tracking Integration,Indigo,EMI,8108.02,SUCCESS,CUST867729,Amazon Pay - Order Tracking Integration via Indigo
AP00000781,2026-04-23T17:29:24Z,Loyalty Program Integration,MakeMyTrip,NETBANKING,6010.07,REVERSED,CUST250475,Amazon Pay - Loyalty Program Integration via MakeMyTrip
AP00000782,2026-05-08T04:44:19Z,Charity Donations,ACT Fibernet,AMAZON_PAY_WALLET,2818.56,PENDING,CUST881034,Amazon Pay - Charity Donations via ACT Fibernet
AP00000783,2026-03-15T16:22:32Z,Tax Invoice Download,Bescom,AMAZON_PAY_UPI,958.7,PENDING,CUST561161,Amazon Pay - Tax Invoice Download via Bescom
AP00000784,2026-03-13T06:10:22Z,Customer Support Chat,Airtel,AMAZON_PAY_UPI,7537.22,REVERSED,CUST881339,Amazon Pay - Customer Support Chat via Airtel
AP00000785,2026-04-06T15:32:13Z,Dispute Resolution,Airtel,NETBANKING,5250.72,PENDING,CUST261573,Amazon Pay - Dispute Resolution via Airtel
AP00000786,2026-03-09T11:40:07Z,Subscription AutoPay,Practo,AMAZON_PAY_WALLET,5714.58,FAILED,CUST198935,Amazon Pay - Subscription AutoPay via Practo
AP00000787,2026-02-11T13:51:00Z,Split Bills,Airtel,CARD_TOKEN,5936.15,REFUNDED,CUST982621,Amazon Pay - Split Bills via Airtel
AP00000788,2026-05-21T04:44:49Z,Invoice / Request Money,RedBus,CARD_TOKEN,5525.38,PENDING,CUST730729,Amazon Pay - Invoice / Request Money via RedBus
AP00000789,2026-04-27T14:27:53Z,Merchant Onboarding,BigBasket,CARD_TOKEN,7865.0,SUCCESS,CUST811095,Amazon Pay - Merchant Onboarding via BigBasket
AP00000790,2026-05-05T10:14:41Z,Risk-Based Step-Up,BWSSB,AMAZON_PAY_WALLET,1569.61,SUCCESS,CUST280672,Amazon Pay - Risk-Based Step-Up via BWSSB
AP00000791,2026-05-27T06:10:30Z,Device Binding,BWSSB,NETBANKING,1497.49,FAILED,CUST291847,Amazon Pay - Device Binding via BWSSB
AP00000792,2026-04-27T03:01:59Z,Velocity Controls,Domino's,EMI,4401.87,PENDING,CUST628173,Amazon Pay - Velocity Controls via Domino's
AP00000793,2026-05-04T17:27:13Z,Refund SLA Tracking,Practo,NETBANKING,8895.56,SUCCESS,CUST777416,Amazon Pay - Refund SLA Tracking via Practo
AP00000794,2026-03-12T03:30:51Z,Reconciliation Reports,RedBus,EMI,9394.67,PENDING,CUST280307,Amazon Pay - Reconciliation Reports via RedBus
AP00000795,2026-01-02T18:55:57Z,Webhooks & Events,Zomato,AMAZON_PAY_WALLET,1542.18,FAILED,CUST677433,Amazon Pay - Webhooks & Events via Zomato
AP00000796,2026-03-27T02:16:31Z,API Rate Limits,Bookmyshow,AMAZON_PAY_WALLET,2066.0,PENDING,CUST368074,Amazon Pay - API Rate Limits via Bookmyshow
AP00000797,2026-02-12T07:50:56Z,Sandbox Environment,BigBasket,CARD_TOKEN,3007.92,SUCCESS,CUST583922,Amazon Pay - Sandbox Environment via BigBasket
AP00000798,2026-03-24T03:28:44Z,Compliance Reporting,BWSSB,AMAZON_PAY_UPI,8634.08,PENDING,CUST220002,Amazon Pay - Compliance Reporting via BWSSB
AP00000799,2026-03-25T12:26:41Z,PCI-DSS Tokenization,Airtel,AMAZON_PAY_UPI,2097.83,PENDING,CUST138448,Amazon Pay - PCI-DSS Tokenization via Airtel
AP00000800,2026-05-26T16:47:28Z,One-Click Checkout,MakeMyTrip,NETBANKING,3131.26,PENDING,CUST176217,Amazon Pay - One-Click Checkout via MakeMyTrip
AP00000801,2026-03-06T13:57:57Z,Buy Now Pay Later,BWSSB,EMI,8309.08,REVERSED,CUST599110,Amazon Pay - Buy Now Pay Later via BWSSB
AP00000802,2026-05-08T17:32:55Z,UPI Payments,BWSSB,AMAZON_PAY_WALLET,5600.93,SUCCESS,CUST583762,Amazon Pay - UPI Payments via BWSSB
AP00000803,2026-01-01T08:40:31Z,Recurring Payments,Tata 1mg,AMAZON_PAY_UPI,8992.06,FAILED,CUST551839,Amazon Pay - Recurring Payments via Tata 1mg
AP00000804,2026-04-23T20:46:59Z,Amazon Pay Wallet,BigBasket,AMAZON_PAY_WALLET,8179.42,REFUNDED,CUST414809,Amazon Pay - Amazon Pay Wallet via BigBasket
AP00000805,2026-03-01T12:28:46Z,Send Money to Contacts,Practo,AMAZON_PAY_WALLET,6570.27,REFUNDED,CUST789753,Amazon Pay - Send Money to Contacts via Practo
AP00000806,2026-02-02T21:05:18Z,Bill Payments,Vodafone,EMI,2322.43,REVERSED,CUST171184,Amazon Pay - Bill Payments via Vodafone
AP00000807,2026-02-04T02:46:41Z,Mobile Recharge,Bookmyshow,CARD_TOKEN,7956.28,FAILED,CUST821872,Amazon Pay - Mobile Recharge via Bookmyshow
AP00000808,2026-02-20T12:40:32Z,DTH Recharge,Zomato,CARD_TOKEN,7793.94,SUCCESS,CUST486613,Amazon Pay - DTH Recharge via Zomato
AP00000809,2026-04-15T12:06:27Z,Insurance Premium Payments,BWSSB,AMAZON_PAY_UPI,5232.0,SUCCESS,CUST414687,Amazon Pay - Insurance Premium Payments via BWSSB
AP00000810,2026-04-13T16:48:35Z,Credit Card Bill Payments,Cleartrip,NETBANKING,3224.18,PENDING,CUST777645,Amazon Pay - Credit Card Bill Payments via Cleartrip
AP00000811,2026-03-28T06:09:28Z,EMI Auto-Debit,Indigo,AMAZON_PAY_UPI,431.47,REVERSED,CUST570769,Amazon Pay - EMI Auto-Debit via Indigo
AP00000812,2026-05-06T13:09:17Z,Rewards & Cashback,Bescom,EMI,3619.99,FAILED,CUST732599,Amazon Pay - Rewards & Cashback via Bescom
AP00000813,2026-01-20T14:42:58Z,Coupons & Promo Codes,Cleartrip,AMAZON_PAY_UPI,176.42,REVERSED,CUST185703,Amazon Pay - Coupons & Promo Codes via Cleartrip
AP00000814,2026-01-26T03:25:19Z,Gift Cards,RedBus,EMI,7105.61,REFUNDED,CUST166130,Amazon Pay - Gift Cards via RedBus
AP00000815,2026-04-03T00:01:09Z,Merchant Settlements,Jio,AMAZON_PAY_UPI,3647.0,REFUNDED,CUST937243,Amazon Pay - Merchant Settlements via Jio
AP00000816,2026-02-20T16:04:08Z,Refund Processing,Jio,AMAZON_PAY_WALLET,8152.12,SUCCESS,CUST679608,Amazon Pay - Refund Processing via Jio
AP00000817,2026-03-27T01:36:47Z,Transaction History,RedBus,NETBANKING,2526.0,REFUNDED,CUST352687,Amazon Pay - Transaction History via RedBus
AP00000818,2026-01-04T13:04:36Z,KYC Verification,Tata 1mg,EMI,3059.77,REFUNDED,CUST161238,Amazon Pay - KYC Verification via Tata 1mg
AP00000819,2026-02-19T13:01:18Z,Fraud Detection,Practo,EMI,6778.82,FAILED,CUST403460,Amazon Pay - Fraud Detection via Practo
AP00000820,2026-05-03T03:51:33Z,PIN & Biometric Authentication,ACT Fibernet,EMI,2997.44,FAILED,CUST388164,Amazon Pay - PIN & Biometric Authentication via ACT Fibernet
AP00000821,2026-05-27T16:18:46Z,Strong Customer Authentication,Airtel,CARD_TOKEN,3693.4,PENDING,CUST431990,Amazon Pay - Strong Customer Authentication via Airtel
AP00000822,2026-03-20T19:57:15Z,Multi-Currency Support,RedBus,CARD_TOKEN,4127.88,PENDING,CUST637988,Amazon Pay - Multi-Currency Support via RedBus
AP00000823,2026-05-26T06:08:35Z,Cross-Border Payments,BWSSB,NETBANKING,9460.92,FAILED,CUST998017,Amazon Pay - Cross-Border Payments via BWSSB
AP00000824,2026-02-12T08:44:39Z,QR Code Payments,Uber,EMI,804.39,SUCCESS,CUST837693,Amazon Pay - QR Code Payments via Uber
